USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root       32446  0.0  0.0      0     0 ?        I    16:56   0:00  \_ [kworker/9:0-mm_percpu_wq]
root       32872  0.0  0.0      0     0 ?        I    16:57   0:00  \_ [kworker/10:2-mm_percpu_wq]
root       32873  0.0  0.0      0     0 ?        I    16:57   0:00  \_ [kworker/9:3]
root       33270  0.0  0.0      0     0 ?        I    16:57   0:00  \_ [kworker/u260:1-events_unbound]
root       33365  0.0  0.0      0     0 ?        I    16:57   0:00  \_ [kworker/u257:2-events_unbound]
root       33712  0.0  0.0      0     0 ?        I    16:58   0:00  \_ [kworker/11:1-mm_percpu_wq]
root       34153  0.0  0.0      0     0 ?        I    16:59   0:00  \_ [kworker/13:0-events]
root       36404  0.0  0.0      0     0 ?        I    17:03   0:00  \_ [kworker/u257:0-events_power_efficient]
root       36408  0.0  0.0      0     0 ?        I    17:03   0:00  \_ [kworker/u260:2-events_unbound]
root       36409  0.0  0.0      0     0 ?        I    17:03   0:00  \_ [kworker/53:0-cgroup_destroy]
root       36938  0.0  0.0      0     0 ?        I    17:04   0:00  \_ [kworker/u258:0-events_unbound]
root       37280  0.0  0.0      0     0 ?        I    17:04   0:00  \_ [kworker/14:0-rcu_par_gp]
root       37282  0.0  0.0      0     0 ?        I    17:04   0:00  \_ [kworker/14:3]
root           1  0.1  0.0 168408 11696 ?        Ss   16:24   0:03 /sbin/init splash
root         925  0.0  0.0  52320 18040 ?        S<s  16:24   0:00 /lib/systemd/systemd-journald
root         977  0.0  0.0  26468  9036 ?        Ss   16:24   0:00 /lib/systemd/systemd-udevd
systemd+    1335  0.0  0.0  24548 13140 ?        Ss   16:24   0:00 /lib/systemd/systemd-resolved
systemd+    1336  0.0  0.0  90908  6080 ?        Ssl  16:24   0:00 /lib/systemd/systemd-timesyncd
root        1366  0.0  0.0   2548   712 ?        Ss   16:24   0:00 /usr/sbin/acpid
avahi       1371  0.0  0.0   8540  3476 ?        Ss   16:24   0:00 avahi-daemon: running [QA-AMD-CB.local]
avahi       1408  0.0  0.0   8348   328 ?        S    16:24   0:00  \_ avahi-daemon: chroot helper
root        1372  0.0  0.0   9424  2908 ?        Ss   16:24   0:00 /usr/sbin/cron -f
root        1373  0.0  0.0  28560  9004 ?        Ss   16:24   0:00 /usr/sbin/cupsd -l
lp          1507  0.0  0.0  15332  6216 ?        S    16:24   0:00  \_ /usr/lib/cups/notifier/dbus dbus://
lp          1508  0.0  0.0  15332  6184 ?        S    16:24   0:00  \_ /usr/lib/cups/notifier/dbus dbus://
lp          1509  0.0  0.0  15332  6620 ?        S    16:24   0:00  \_ /usr/lib/cups/notifier/dbus dbus://
lp          1510  0.0  0.0  15332  6644 ?        S    16:24   0:00  \_ /usr/lib/cups/notifier/dbus dbus://
lp          1511  0.0  0.0  15332  6536 ?        S    16:24   0:00  \_ /usr/lib/cups/notifier/dbus dbus://
lp          1512  0.0  0.0  15332  6500 ?        S    16:24   0:00  \_ /usr/lib/cups/notifier/dbus dbus://
message+    1374  0.0  0.0   8436  5172 ?        Ss   16:24   0:00 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1377  0.0  0.0 338936 22172 ?        Ssl  16:24   0:00 /usr/sbin/NetworkManager --no-daemon
root        1384  0.0  0.0  82308  4156 ?        Ssl  16:24   0:00 /usr/sbin/irqbalance --foreground
root        1390  0.0  0.0  39732 20712 ?        Ss   16:24   0:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
root        1393  0.0  0.0 239208 11716 ?        Ssl  16:24   0:00 /usr/lib/policykit-1/polkitd --no-debug
syslog      1397  0.0  0.0 224352  5824 ?        Ssl  16:24   0:00 /usr/sbin/rsyslogd -n -iNONE
root        1398  0.0  0.0  10404  5340 ?        Ss   16:24   0:00 /usr/sbin/smartd -n
root        1399  0.0  0.0 4509444 33636 ?       Ssl  16:24   0:02 /usr/lib/snapd/snapd
root        1401  0.0  0.0  17516  8200 ?        Ss   16:24   0:00 /lib/systemd/systemd-logind
root        1404  0.0  0.0  13692  4876 ?        Ss   16:24   0:00 /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant
root        1505  0.0  0.0 176488 12688 ?        Ssl  16:24   0:00 /usr/sbin/cups-browsed
root        1518  0.0  0.0 245488 13856 ?        Ssl  16:24   0:00 /usr/sbin/ModemManager
root        1527  0.1  0.0 374736 58876 ?        Ss   16:24   0:02 /usr/bin/python3 /usr/bin/glances -s -B 127.0.0.1
root        1528  0.0  0.0   9500  3180 ?        Ss   16:24   0:00 /bin/bash /usr/bin/heat-monitor-wrapper.sh
root        1535  0.0  0.0 1751968 10172 ?       Sl   16:24   0:00  \_ /usr/bin/heat-monitor 1 90 90 10 60
root       37410 21.0  0.0  32512  3296 ?        R    17:04   0:03      \_ /root/trx_sdr/sdr_util -c all temp
mongodb     1531  0.1  0.1 999920 87964 ?        Ssl  16:24   0:03 /usr/bin/mongod --unixSocketPrefix=/run/mongodb --config /etc/mongodb.conf
root        1540  0.0  0.0 264224 24188 ?        Ssl  16:24   0:00 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
zabbix      1567  0.0  0.0  27012  3740 ?        S    16:24   0:00 /usr/sbin/zabbix_agentd -c /etc/zabbix/zabbix_agentd.conf
zabbix      1576  0.0  0.0  27012  7388 ?        S    16:24   0:00  \_ /usr/sbin/zabbix_agentd: collector [idle 1 sec]
zabbix      1578  0.0  0.0  27012  4204 ?        S    16:24   0:00  \_ /usr/sbin/zabbix_agentd: listener #1 [waiting for connection]
zabbix      1580  0.0  0.0  27012  4212 ?        S    16:24   0:00  \_ /usr/sbin/zabbix_agentd: listener #2 [waiting for connection]
zabbix      1581  0.0  0.0  27012  4212 ?        S    16:24   0:00  \_ /usr/sbin/zabbix_agentd: listener #3 [waiting for connection]
zabbix      1582  0.0  0.0  27264  7000 ?        S    16:24   0:00  \_ /usr/sbin/zabbix_agentd: active checks #1 [idle 1 sec]
root        1592  0.0  0.0   8436  1900 tty1     Ss+  16:24   0:00 /sbin/agetty -o -p -- \u --noclear tty1 linux
root        1593  0.0  0.0  12192  7168 ?        Ss   16:24   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        3954  0.0  0.0  13868  8904 ?        Ss   16:25   0:00  \_ sshd: sysadmin [priv]
sysadmin    4005  0.0  0.0  14000  6300 ?        S    16:25   0:00  |   \_ sshd: sysadmin@pts/3
sysadmin    4118  0.0  0.0  10888  5116 pts/3    Ss   16:25   0:00  |       \_ -bash
root        4289  0.0  0.0  12096  4608 pts/3    S    16:25   0:00  |           \_ sudo -i
root        4378  0.0  0.0  11000  5672 pts/3    S    16:25   0:00  |               \_ -bash
root       15514  0.0  0.0   9428  3000 pts/3    S+   16:31   0:00  |                   \_ screen -x lte
root        3956  0.0  0.0  13864  8824 ?        Ss   16:25   0:00  \_ sshd: sysadmin [priv]
sysadmin    4246  0.0  0.0  14028  5984 ?        S    16:25   0:00  |   \_ sshd: sysadmin@notty
sysadmin    4247  0.0  0.0   5892  4456 ?        Ss   16:25   0:00  |       \_ /usr/lib/openssh/sftp-server
root       19393  0.0  0.0  13860  8796 ?        Ss   16:37   0:00  \_ sshd: sysadmin [priv]
sysadmin   19427  0.0  0.0  13992  6316 ?        S    16:37   0:00  |   \_ sshd: sysadmin@pts/4
sysadmin   19428  0.0  0.0  10888  5056 pts/4    Ss   16:37   0:00  |       \_ -bash
root       19539  0.0  0.0  12092  4660 pts/4    S    16:37   0:00  |           \_ sudo su
root       19558  0.0  0.0  11048  4272 pts/4    S    16:37   0:00  |               \_ su
root       19559  0.0  0.0   9976  4196 pts/4    S    16:37   0:00  |                   \_ bash
root       22003 99.1  0.0 163616  3152 pts/4    Sl+  16:39  24:59  |                       \_ iperf -c 10.10.1.2 -u -b 1500M -i 1 -t 300000
root       19395  0.0  0.0  13872  8936 ?        Ss   16:37   0:00  \_ sshd: sysadmin [priv]
sysadmin   19473  0.0  0.0  14032  5912 ?        S    16:37   0:00  |   \_ sshd: sysadmin@notty
sysadmin   19474  0.0  0.0   5892  4212 ?        Ss   16:37   0:00  |       \_ /usr/lib/openssh/sftp-server
root       20829  0.0  0.0  13864  8844 ?        Ss   16:38   0:00  \_ sshd: sysadmin [priv]
sysadmin   20865  0.0  0.0  13996  6368 ?        S    16:38   0:00  |   \_ sshd: sysadmin@pts/5
sysadmin   20869  0.0  0.0  10888  5120 pts/5    Ss   16:38   0:00  |       \_ -bash
root       20928  0.0  0.0  12096  4700 pts/5    S    16:38   0:00  |           \_ sudo su
root       20991  0.0  0.0  11048  4272 pts/5    S    16:38   0:00  |               \_ su
root       20992  0.0  0.0   9976  4104 pts/5    S    16:38   0:00  |                   \_ bash
root       22023  100  0.0 163616  3164 pts/5    Sl+  16:39  25:12  |                       \_ iperf -c 10.10.1.3 -u -b 1500M -i 1 -t 300000
root       20834  0.0  0.0  13872  8920 ?        Ss   16:38   0:00  \_ sshd: sysadmin [priv]
sysadmin   20914  0.0  0.0  14032  5980 ?        S    16:38   0:00  |   \_ sshd: sysadmin@notty
sysadmin   20915  0.0  0.0   5892  4448 ?        Ss   16:38   0:00  |       \_ /usr/lib/openssh/sftp-server
root       21313  0.0  0.0  13864  8676 ?        Ss   16:38   0:00  \_ sshd: sysadmin [priv]
sysadmin   21378  0.0  0.0  14000  6180 ?        S    16:38   0:00  |   \_ sshd: sysadmin@pts/6
sysadmin   21404  0.0  0.0  10888  5112 pts/6    Ss   16:38   0:00  |       \_ -bash
root       21455  0.0  0.0  12092  4652 pts/6    S    16:39   0:00  |           \_ sudo su
root       21514  0.0  0.0  11048  4248 pts/6    S    16:39   0:00  |               \_ su
root       21515  0.0  0.0   9976  4220 pts/6    S    16:39   0:00  |                   \_ bash
root       22077 96.8  0.0 163616  3152 pts/6    Sl+  16:39  24:20  |                       \_ iperf -c 10.10.1.4 -u -b 1500M -i 1 -t 300000
root       21318  0.0  0.0  13872  8952 ?        Ss   16:38   0:00  \_ sshd: sysadmin [priv]
sysadmin   21444  0.0  0.0  14004  5968 ?        S    16:38   0:00  |   \_ sshd: sysadmin@notty
sysadmin   21445  0.0  0.0   5892  4320 ?        Ss   16:38   0:00  |       \_ /usr/lib/openssh/sftp-server
root       21634  0.0  0.0  13860  8916 ?        Ss   16:39   0:00  \_ sshd: sysadmin [priv]
sysadmin   21713  0.0  0.0  13992  6132 ?        S    16:39   0:00  |   \_ sshd: sysadmin@pts/7
sysadmin   21716  0.0  0.0  10888  5048 pts/7    Ss   16:39   0:00  |       \_ -bash
root       21775  0.0  0.0  12092  4680 pts/7    S    16:39   0:00  |           \_ sudo su
root       21838  0.0  0.0  11048  4128 pts/7    S    16:39   0:00  |               \_ su
root       21839  0.0  0.0   9976  3972 pts/7    S    16:39   0:00  |                   \_ bash
root       22090  100  0.0 163616  3152 pts/7    Sl+  16:39  25:08  |                       \_ iperf -c 10.10.1.5 -u -b 1500M -i 1 -t 300000
root       21679  0.0  0.0  13868  8716 ?        Ss   16:39   0:00  \_ sshd: sysadmin [priv]
sysadmin   21755  0.0  0.0  14028  6048 ?        S    16:39   0:00  |   \_ sshd: sysadmin@notty
sysadmin   21756  0.0  0.0   5892  4228 ?        Ss   16:39   0:00  |       \_ /usr/lib/openssh/sftp-server
root       26129  0.0  0.0  14000  8928 ?        Ss   16:45   0:00  \_ sshd: sysadmin [priv]
sysadmin   26161  0.0  0.0  14132  6280 ?        S    16:45   0:00  |   \_ sshd: sysadmin@pts/8
sysadmin   26164  0.0  0.0  10888  5116 pts/8    Ss   16:45   0:00  |       \_ -bash
root       26269  0.0  0.0  12096  4584 pts/8    S    16:45   0:00  |           \_ sudo -i
root       26270  0.0  0.0  10868  5184 pts/8    S    16:45   0:00  |               \_ -bash
root       37785  0.0  0.0  12580  4484 pts/8    R+   17:04   0:00  |                   \_ ps aux --forest
root       26162  0.0  0.0  14000  9020 ?        Ss   16:45   0:00  \_ sshd: sysadmin [priv]
sysadmin   26209  0.0  0.0  14000  5272 ?        S    16:45   0:00      \_ sshd: sysadmin@notty
sysadmin   26210  0.0  0.0   5892  4228 ?        Ss   16:45   0:00          \_ /usr/lib/openssh/sftp-server
root        1630  0.0  0.0 193460 17936 ?        Ss   16:24   0:00 /usr/sbin/apache2 -k start
www-data    1667  0.0  0.0 193856  8148 ?        S    16:24   0:00  \_ /usr/sbin/apache2 -k start
www-data    1668  0.0  0.0 193856  8148 ?        S    16:24   0:00  \_ /usr/sbin/apache2 -k start
www-data    1669  0.0  0.0 193856  8148 ?        S    16:24   0:00  \_ /usr/sbin/apache2 -k start
www-data    1670  0.0  0.0 193856  8148 ?        S    16:24   0:00  \_ /usr/sbin/apache2 -k start
www-data    1671  0.0  0.0 193856  8148 ?        S    16:24   0:00  \_ /usr/sbin/apache2 -k start
whoopsie    3578  0.0  0.0 253588 15932 ?        Ssl  16:24   0:00 /usr/bin/whoopsie -f
kernoops    3580  0.0  0.0  11264   440 ?        Ss   16:24   0:00 /usr/sbin/kerneloops --test
kernoops    3583  0.0  0.0  11264   448 ?        Ss   16:24   0:00 /usr/sbin/kerneloops
sysadmin    3958  0.0  0.0  19276  9956 ?        Ss   16:25   0:00 /lib/systemd/systemd --user
sysadmin    3959  0.0  0.0 169816  3772 ?        S    16:25   0:00  \_ (sd-pam)
sysadmin    3964  0.0  0.0 280512 14356 ?        Ssl  16:25   0:00  \_ /usr/bin/pulseaudio --daemonize=no --log-target=journal
sysadmin    3966  0.0  0.0 511900 25028 ?        SNsl 16:25   0:00  \_ /usr/libexec/tracker-miner-fs
sysadmin    3993  0.0  0.0   7396  4380 ?        Ss   16:25   0:00  \_ /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
sysadmin    4006  0.0  0.0 239692  7624 ?        Ssl  16:25   0:00  \_ /usr/libexec/gvfsd
sysadmin    4011  0.0  0.0 455936  8100 ?        Sl   16:25   0:00  \_ /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
sysadmin    4035  0.0  0.0 317436 11204 ?        Ssl  16:25   0:00  \_ /usr/libexec/gvfs-udisks2-volume-monitor
sysadmin    4092  0.0  0.0 316728  7376 ?        Ssl  16:25   0:00  \_ /usr/libexec/gvfs-afc-volume-monitor
sysadmin    4097  0.0  0.0 238112  6352 ?        Ssl  16:25   0:00  \_ /usr/libexec/gvfs-gphoto2-volume-monitor
sysadmin    4101  0.0  0.0 235880  6188 ?        Ssl  16:25   0:00  \_ /usr/libexec/gvfs-goa-volume-monitor
sysadmin    4106  0.0  0.0 553404 34664 ?        Sl   16:25   0:00  \_ /usr/libexec/goa-daemon
sysadmin    4113  0.0  0.0 318656 11612 ?        Sl   16:25   0:00  \_ /usr/libexec/goa-identity-service
sysadmin    4121  0.0  0.0 235704  5612 ?        Ssl  16:25   0:00  \_ /usr/libexec/gvfs-mtp-volume-monitor
rtkit       3988  0.0  0.0 152936  2900 ?        SNsl 16:25   0:00 /usr/libexec/rtkit-daemon
root        4039  0.0  0.0 396220 14408 ?        Ssl  16:25   0:00 /usr/lib/udisks2/udisksd
root        4128  0.0  0.0 252300  9668 ?        Ssl  16:25   0:00 /usr/lib/upower/upowerd
root       14769  0.1  0.0  11592  5588 ?        Ss   16:31   0:02 /bin/bash /root/ots/ltestart.sh
root       14821  0.0  0.0  10160  2556 ?        S    16:31   0:00  \_ /bin/bash /root/ots/ltestart.sh
root       37734  0.0  0.0   8084   576 ?        S    17:04   0:00  |   \_ sleep 10
root       37637  0.0  0.0  11076  3348 ?        S    17:04   0:00  \_ /bin/bash /root/ots/ltestart.sh
root       37641  0.0  0.0  11076  3116 ?        S    17:04   0:00  |   \_ /bin/bash /root/ots/ltestart.sh
root       37642  0.0  0.0   9500  3304 ?        S    17:04   0:00  |       \_ /bin/bash /root/enb/config/rf_driver/rrh_check.sh --cfg /root/enb/config/enb.cfg --temp 100
root       37780  0.0  0.0   9500  1656 ?        S    17:04   0:00  |           \_ /bin/bash /root/enb/config/rf_driver/rrh_check.sh --cfg /root/enb/config/enb.cfg --temp 100
root       37781 23.5  0.0  32512  2240 ?        S    17:04   0:00  |               \_ ./sdr_util -c 1 temp
root       37782  0.0  0.0   8972   652 ?        S    17:04   0:00  |               \_ grep -oP temperature:\s+\K\d+
root       37772  0.0  0.0  11076  3348 ?        S    17:04   0:00  \_ /bin/bash /root/ots/ltestart.sh
root       37774  0.0  0.0   8084   508 ?        S    17:04   0:00      \_ sleep 5
root       14853  0.0  0.0  61124 54348 ?        Ss   16:31   0:00 /usr/bin/SCREEN -dm -S lte -c screenrc
root       14865  0.0  0.0   9976  4080 pts/0    Ss+  16:31   0:00  \_ /bin/bash
root       14889  0.0  0.0   9976  4012 pts/1    Ss+  16:31   0:00  \_ /bin/bash
root       14902  0.0  0.0   9976  4176 pts/2    Ss   16:31   0:00  \_ /bin/bash
root       15088  0.0  0.0   9632  3556 pts/2    S+   16:31   0:00      \_ /bin/bash /root/lteots-linux-2024-10-15/ltelaunch.sh MME
root       15090  162  0.2 996552 180272 pts/2   RLl+ 16:31  53:42          \_ ./ltemme config/mme.cfg
root       15092  0.0  0.0   8096   576 pts/2    S+   16:31   0:00          \_ tee /tmp/.stderr.MME
